id,rent,rentsqm,area,yearc,location,bath,kitchen,cheating,district
55,537.333374023438,6.88888692855835,78,1991,"1","0","0","1",1346
56,396.923065185547,5.08875703811646,78,1969,"1","0","0","1",1342
57,528.769226074219,5.5080099105835,96,1967,"1","0","0","1",1341
58,478.820526123047,6.74394845962524,71,1965,"2","0","0","1",1544
59,471.794860839844,7.99652290344238,59,1986,"1","1","0","1",1322
60,341.794860839844,4.1682300567627,82,1982,"1","0","0","1",1313
61,373.025665283203,4.28765106201172,87,1972,"1","0","0","1",1345
62,404.717956542969,5.18869256973267,78,1929,"1","0","0","1",1011
63,530.205139160156,7.0693998336792,75,1967,"1","1","1","1",2441
64,333.794891357422,4.76849842071533,70,1965,"1","0","0","1",2441
65,369.333343505859,6.4795331954956,57,1972,"1","0","0","1",2421
66,704.1025390625,9.38803577423096,75,1984,"1","0","0","1",2425
67,221.025634765625,3.45352554321289,64,1957.5,"1","0","0","1",2422
68,705.384643554688,12.1618051528931,58,1994.5,"2","0","0","1",2146
69,384,6.73684072494507,57,1918,"2","0","0","1",2135
70,808.307678222656,6.57160472869873,123,1918,"2","0","0","1",563
71,427.025634765625,7.11709260940552,60,1956,"1","0","0","1",552
72,899.692321777344,9.88672828674316,91,1958,"1","0","0","1",563
73,462.256408691406,8.72181987762451,53,1956,"1","0","0","1",1711
74,648.410278320312,7.3682975769043,88,1960,"1","0","0","1",1822
75,239.28205871582,4.27289390563965,56,1929,"1","0","0","1",1713
76,410.102569580078,4.88217306137085,84,1956,"2","0","0","1",1373
77,601.538452148438,8.02051258087158,75,1994.5,"1","1","0","1",1402
78,387.282043457031,5.02963733673096,77,1964,"1","0","0","1",1406
79,341.948699951172,4.44089269638062,77,1961,"1","0","0","1",521
80,473.179504394531,8.7625846862793,54,1990,"1","0","0","1",1014
81,316.666656494141,4.46009349822998,71,1965,"1","0","0","1",2441
82,477.94873046875,5.62292814254761,85,1957.5,"1","0","0","1",1016
83,606.102600097656,10.4500465393066,58,1994,"2","0","0","1",1532
84,565.025695800781,6.72649717330933,84,1973,"1","0","0","1",1642
85,291.384613037109,4.34902381896973,67,1972,"1","0","0","1",1402
86,575.94873046875,5.99946689605713,96,1924,"1","0","0","1",1013
87,363.846160888672,6.73789262771606,54,1979,"1","0","1","1",1015
88,302.923095703125,7.21245622634888,42,1971,"1","0","0","1",1012
89,466.153839111328,6.47435903549194,72,1983,"1","1","0","1",1013
90,435.435882568359,7.13829231262207,61,1983,"1","0","0","1",1013
91,212.256408691406,4.61426973342896,46,1965,"1","0","0","1",1957
92,419.641021728516,11.6566925048828,36,1985,"3","0","0","1",1955
93,566.410278320312,9.28541564941406,61,1983,"1","0","0","1",1957
94,375.589752197266,8.16499423980713,46,1991,"1","0","0","1",1934
95,276.717926025391,9.8827838897705,28,1965,"1","0","0","1",1934
96,1035.43591308594,9.8612928390503,105,1991,"2","1","0","1",1927
97,830.153869628906,11.8593435287476,70,1987,"3","0","0","1",1952
98,339.435913085938,6.92726135253906,49,1957.5,"2","0","0","1",2026
99,748.717956542969,8.50815868377686,88,1983,"1","1","0","1",2024
100,424.153839111328,5.23646688461304,81,1962,"1","0","0","1",734
101,601.282043457031,6.9112868309021,87,1972,"1","0","0","1",2024
102,456.205108642578,8.29464054107666,55,1969,"1","0","0","1",2027
103,506.564086914062,7.79329252243042,65,1939,"2","0","0","0",2032
104,503.538482666016,6.14071273803711,82,1941,"1","0","0","1",734
105,243.384613037109,5.07051277160645,48,1929,"1","0","0","1",163
106,247.743591308594,6.35240030288696,39,1957.5,"2","0","0","1",153
107,461.128204345703,5.24009227752686,88,1957.5,"2","0","0","1",162
108,338.153869628906,5.93252325057983,57,1964,"2","0","0","1",522
109,414.564117431641,6.09653329849243,68,1918,"2","0","0","1",532
110,352.564117431641,5.97566175460815,59,1958,"2","0","0","1",1532
111,497.641052246094,6.72487688064575,74,1964,"1","0","0","1",2011
112,418.615386962891,5.98022079467773,70,1939,"1","0","0","1",2522
113,359.794860839844,7.65521001815796,47,1964,"1","0","0","1",2011
114,284.615386962891,5.69230794906616,50,1990,"2","0","0","1",2526
115,270.307678222656,3.97511291503906,68,1955,"1","0","0","1",2523
116,339.076934814453,3.89743590354919,87,1969,"1","0","0","1",2526
117,430.923065185547,9.5760669708252,45,1973,"2","0","0","1",2135
118,292.820526123047,5.74157953262329,51,1971,"1","0","0","1",2134
119,646.102600097656,8.07628154754639,80,1969,"2","0","1","1",2525
120,584,7.58441543579102,77,1936,"1","0","0","1",2524
121,387.8974609375,6.15710210800171,63,1951,"1","0","0","1",2512
122,238.974365234375,3.41391944885254,70,1965,"1","0","0","1",2314
123,478.051300048828,6.63959980010986,72,1972,"1","0","0","1",2314
124,623.435852050781,8.90622520446777,70,1971,"1","0","0","1",2411
125,316.358978271484,5.7519793510437,55,1971,"1","0","0","1",1025
126,667.333374023438,8.13821029663086,82,1996,"1","0","1","1",2314
127,400.153839111328,5.4074821472168,74,1972,"1","0","0","1",2314
128,500.974365234375,6.0358362197876,83,1972,"1","0","0","1",2313
129,420.564086914062,3.9305055141449,107,1972,"2","0","0","1",1957
130,535.128234863281,9.72960567474365,55,1959,"1","0","0","1",1927
131,399.282043457031,6.14280033111572,65,1957,"1","0","0","1",1912
132,386.410247802734,5.94477415084839,65,1974,"1","0","0","1",1013
133,513.282043457031,11.4062662124634,45,1991,"1","0","0","1",1013
134,794.256408691406,10.1827735900879,78,1986,"1","0","0","1",1013
135,318.512817382812,10.9832000732422,29,1974,"1","0","0","1",1013
136,278.307708740234,8.9776668548584,31,1963,"1","0","0","1",1013
137,384.923065185547,4.58241748809814,84,1962,"2","0","0","1",2131
138,623.897399902344,7.60850763320923,82,1995,"2","0","0","1",2113
139,409.794860839844,8.53739547729492,48,1983,"1","0","0","1",2113
140,510.410247802734,9.63038444519043,53,1993,"1","0","1","1",2148
141,520.410278320312,7.88500499725342,66,1971,"2","0","0","1",2113
142,601.179504394531,9.6964464187622,62,1984,"1","0","0","1",2149
143,602.871765136719,8.86575984954834,68,1971,"1","1","0","1",2324
144,597.230773925781,9.47985172271729,63,1929,"2","0","0","1",2134
145,451.179473876953,7.91543102264404,57,1995,"2","0","0","1",2113
146,904.717895507812,9.04717922210693,100,1994,"1","0","0","1",2234
147,871.025634765625,10.2473583221436,85,1995,"1","1","0","1",2234
148,530.358947753906,10.0067749023438,53,1971,"1","0","0","1",2325
149,736.153869628906,7.36153841018677,100,1972,"1","0","0","1",811
150,838.461547851562,9.31624126434326,90,1991,"1","0","1","1",2226
151,511.487182617188,8.97346115112305,57,1970,"1","0","0","1",2011
152,365.948699951172,5.90240001678467,62,1962,"1","0","0","1",2513
153,497.487152099609,5.07639980316162,98,1918,"1","0","0","1",2135
154,538.307678222656,9.96866130828857,54,1988,"2","0","0","1",2515
155,383.076934814453,6.72064590454102,57,1996,"1","0","0","1",2523
156,346.769226074219,4.81623935699463,72,1951,"2","0","0","1",2522
157,313.333343505859,6.66666650772095,47,1957.5,"1","0","0","1",2524
158,689.8974609375,9.07760047912598,76,1964,"2","0","0","1",2526
159,417.846160888672,3.86894607543945,108,1956,"2","0","0","1",2524
160,560.512817382812,6.59426641464233,85,1957.5,"2","0","0","1",371
161,337.743591308594,6.49506664276123,52,1957.5,"2","0","0","1",372
162,563.487182617188,7.1327486038208,79,1918,"2","0","0","0",220
163,525.230773925781,6.64849185943604,79,1957.5,"2","0","0","1",360
164,208.102554321289,6.93675422668457,30,1956,"2","0","0","1",360
165,517.025634765625,8.61709213256836,60,1990,"1","0","1","1",2314
166,424.564117431641,8.49128246307373,50,1979,"1","0","0","1",2412
167,914.05126953125,14.0623273849487,65,1984,"2","0","0","1",162
168,534.205078125,7.41951274871826,72,1958,"2","0","0","1",153
169,490.666656494141,7.43434381484985,66,1957.5,"2","0","0","0",113
170,415.743591308594,4.47036123275757,93,1955,"1","1","0","1",1112
171,594.974304199219,8.49963569641113,70,1964,"1","0","0","1",1132
172,383.230773925781,5.80652809143066,66,1957.5,"1","0","0","1",1132
173,421.179473876953,4.17009401321411,101,1959,"1","0","0","1",1371
174,1009.02563476562,7.20732831954956,140,1957.5,"3","0","0","1",1331
175,582.615356445312,7.76820516586304,75,1968,"2","0","0","1",1333
176,710.153869628906,8.98928737640381,79,1962,"1","0","0","1",1371
177,793.128173828125,7.55359983444214,105,1980,"1","1","0","1",1313
178,847.538452148438,7.24391794204712,117,1980,"1","1","0","1",1313
179,383.230773925781,7.09686660766602,54,1995,"2","0","0","1",2113
180,385.743591308594,4.70419025421143,82,1929,"2","0","0","1",411
181,328.717956542969,5.97669219970703,55,1918,"2","0","0","0",1243
182,391.025634765625,5.5074052810669,71,1957.5,"2","0","0","0",1243
183,704.1025390625,7.18471765518188,98,1957.5,"2","0","0","1",1243
184,618.512817382812,8.59045696258545,72,1918,"2","0","0","1",113
185,345.333343505859,5.56989240646362,62,1929,"2","0","0","1",1243
186,256,8.82758522033691,29,1971,"2","0","0","1",415
187,550.923095703125,9.03152847290039,61,1969,"1","0","0","1",724
188,218.051284790039,2.31969499588013,94,1929,"1","0","1","1",2513
189,652.564086914062,8.81843566894531,74,1948,"3","0","1","1",925
190,277.692321777344,7.12031269073486,39,1968,"1","0","0","1",1942
191,482.461517333984,7.65811777114868,63,1968,"1","0","0","1",2515
192,132.615386962891,2.88294291496277,46,1954,"1","0","0","0",2522
193,626.974365234375,7.12470769882202,88,1971,"2","0","0","1",925
194,474.923065185547,10.7937078475952,44,1957.5,"1","0","0","1",916
195,306.923065185547,4.51357460021973,68,1929,"2","0","0","1",926
196,481.076904296875,5.79610776901245,83,1957.5,"2","0","0","1",411
197,307.641052246094,4.04790830612183,76,1918,"2","0","0","0",426
198,1149.53845214844,8.2109899520874,140,1929,"2","1","0","1",1243
199,510.410247802734,5.10410261154175,100,1935,"2","0","0","1",1243
200,245.897430419922,8.19657897949219,30,1959,"2","0","0","1",425
201,480.461547851562,4.80461549758911,100,1968,"1","0","0","1",1641
202,254.358978271484,5.65242052078247,45,1936,"1","0","0","1",1612
203,390.769226074219,5.35300540924072,73,1955,"1","0","0","1",1401
204,249.743591308594,4.89693307876587,51,1954,"1","0","0","1",1612
205,362.05126953125,4.58292722702026,79,1969,"1","0","0","1",1622
206,490,7.31343078613281,67,1973,"2","1","0","1",1531
207,77.0769271850586,1.97633135318756,39,1949,"1","0","0","0",1613
208,333.179504394531,5.94963598251343,56,1969,"2","0","0","1",1408
209,382.256408691406,6.59062576293945,58,1939,"1","0","0","1",1612
210,417.025634765625,9.26723575592041,45,1996,"2","0","0","1",1542
211,507.94873046875,9.7682466506958,52,1918,"1","1","0","1",1812
212,297.230743408203,7.24953317642212,41,1994,"1","0","0","1",1831
213,543.743591308594,5.17851257324219,105,1973,"1","0","0","1",1713
214,477.589752197266,6.54232311248779,73,1960,"1","0","0","1",1822
215,642,8.79451751708984,73,1960,"1","0","0","1",1822
216,460.512817382812,4.1864800453186,110,1954,"1","1","0","1",1722
217,515.384643554688,4.68531465530396,110,1960,"1","0","0","1",1615
218,590.615356445312,9.22836399078369,64,1961,"1","0","0","1",1631
219,418.512817382812,6.97521543502808,60,1963,"1","0","0","1",1615
220,298.564117431641,9.95213794708252,30,1972,"1","0","0","1",1615
221,148.512817382812,2.47521376609802,60,1952,"1","0","0","1",1714
222,544.15380859375,5.38766193389893,101,1957,"1","0","0","1",1721
223,435.128204345703,5.43910264968872,80,1929,"1","0","0","1",1714
224,483.743591308594,4.39766931533813,110,1963,"1","1","0","1",1722
225,395.589752197266,7.91179513931274,50,1973,"1","0","0","1",1615
226,429.538452148438,5.23827171325684,82,1954,"1","0","0","1",1722
227,264.615386962891,6.61538457870483,40,1970,"1","0","0","1",1013
228,408.051300048828,5.44068193435669,75,1994.5,"1","1","0","1",2412
229,180.71794128418,2.07721781730652,87,1966,"1","0","0","1",2441
230,376.974334716797,6.8540768623352,55,1971,"1","0","0","1",1012
231,522.564086914062,7.46519994735718,70,1972,"1","0","0","1",2421
232,642.1025390625,8.02628231048584,80,1984,"2","0","0","1",1615
233,344.153839111328,4.84723711013794,71,1957.5,"1","0","0","1",1402
234,471.794860839844,6.83760499954224,69,1971,"1","0","0","1",1642
235,530.205139160156,6.31196403503418,84,1968,"1","0","0","1",1641
236,633.692260742188,8.33805656433105,76,1956,"1","0","0","1",1542
237,479.487182617188,5.21181535720825,92,1955,"1","1","0","1",1112
238,493.435913085938,7.36471271514893,67,1960,"1","0","0","1",2421
239,233.282043457031,2.91602563858032,80,1958,"1","0","0","1",2425
240,144.564102172852,2.891282081604,50,1957,"2","0","0","1",1334
241,626.564147949219,8.95091819763184,70,1939,"2","0","0","1",734
242,620.666687011719,9.54871845245361,65,1972,"1","0","0","1",2025
243,368.461547851562,6.14102602005005,60,1972,"1","0","0","1",1944
244,463.538482666016,6.91848230361938,67,1965,"1","0","0","1",1944
245,593.282043457031,8.59829235076904,69,1929,"2","0","0","1",926
246,354.512817382812,12.6611738204956,28,1959,"2","0","0","1",926
247,422.923095703125,4.91771030426025,86,1970,"1","0","0","1",2121
248,378.615386962891,6.00976943969727,63,1962,"1","0","0","1",1832
249,548.512817382812,8.84697914123535,62,1994.5,"2","1","0","1",2131
250,792.461547851562,9.00524616241455,88,1982,"1","1","0","1",2135
251,521.94873046875,5.79943084716797,90,1994.5,"2","0","0","1",2143
252,753.282043457031,11.5889530181885,65,1956,"1","0","0","1",2323
253,596.359008789062,7.9514513015747,75,1972,"1","0","0","1",1321
254,409.94873046875,5.39406156539917,76,1967,"1","0","0","1",1342
255,626.051330566406,9.4856252670288,66,1937,"2","0","0","1",1243
256,606.974365234375,12.3872308731079,49,1971,"2","0","0","1",1262
257,495.948699951172,6.19935894012451,80,1918,"3","0","0","0",1250
258,372,4.53658580780029,82,1964,"1","0","0","1",1342
259,307.230743408203,5.20730257034302,59,1940,"1","0","0","1",2525
260,348.153869628906,5.61538457870483,62,1954,"2","0","0","1",2522
261,248.358963012695,4.35717487335205,57,1936,"1","0","0","1",2524
262,282.615386962891,9.74535942077637,29,1983,"1","0","0","1",2523
263,398.923095703125,8.31089687347412,48,1967,"1","0","0","1",2522
264,453.846160888672,9.07692337036133,50,1972,"1","0","0","1",2524
265,336.923065185547,3.74358987808228,90,1950,"1","0","0","0",2512
266,238.820526123047,10.3835020065308,23,1972,"2","0","0","1",1261
267,353.743591308594,11.7914514541626,30,1973,"1","0","0","1",551
268,371.230773925781,4.88461589813232,76,1918,"1","0","0","1",1713
269,365.128204345703,14.0433893203735,26,1957.5,"1","0","0","1",611
270,252.820510864258,5.05641031265259,50,1918,"1","0","0","1",611
271,473.897430419922,5.57526159286499,85,1973,"2","0","0","1",711
272,251.589752197266,6.62078475952148,38,1955,"1","0","0","0",711
273,392.564117431641,4.51223134994507,87,1936,"2","0","0","1",712
274,890.974365234375,10.4820518493652,85,1939,"1","0","1","1",2024
275,201.538467407227,6.29807710647583,32,1973,"1","0","0","1",611
276,441.692291259766,9.20192337036133,48,1962,"1","0","0","1",711
277,285.692291259766,7.32544088363647,39,1958,"1","0","0","1",1912
278,540.512817382812,6.75641012191772,80,1965,"2","0","0","1",2025
279,356.615386962891,8.49084091186523,42,1957.5,"2","0","0","1",1262
280,292.256408691406,3.56410241127014,82,1918,"1","0","0","0",1713
281,296.974334716797,8.4849796295166,35,1960,"1","0","0","1",1822
282,712.461547851562,8.79582023620605,81,1955,"3","0","0","1",1373
283,833.333312988281,10.2880659103394,81,1918,"2","0","0","1",232
284,274.564117431641,5.18045616149902,53,1961,"2","0","0","1",532
285,700.820495605469,8.244948387146,85,1918,"2","0","0","1",231
286,626.102600097656,8.13119983673096,77,1957.5,"2","0","0","1",231
287,404.461547851562,2.95227384567261,137,1939,"1","1","0","1",522
288,540.410278320312,9.65018463134766,56,1918,"2","0","0","1",231
289,438.153869628906,5.47692346572876,80,1918,"2","0","0","0",220
290,439.897430419922,9.99766635894775,44,1957.5,"2","0","0","1",1407
291,173.128204345703,2.66351079940796,65,1956,"2","0","0","1",1242
292,446.307678222656,4.05734252929688,110,1924,"1","0","0","0",1236
293,733.897399902344,6.11581039428711,120,1918,"2","0","0","1",1242
294,328.820526123047,10.2756414413452,32,1983,"1","0","0","1",2522
295,454.358978271484,9.46581077575684,48,1983,"1","0","0","1",2114
296,613.487182617188,8.29036903381348,74,1939,"2","0","0","0",942
297,571.640991210938,7.72487688064575,74,1973,"1","0","0","1",2513
298,734.512817382812,7.3451280593872,100,1981,"2","1","0","1",2142
299,391.076904296875,6.41109752655029,61,1918,"1","0","0","0",422
300,506.769226074219,5.5083589553833,92,1939,"1","0","0","1",1122
301,407.025634765625,6.7837586402893,60,1964,"1","0","0","1",1121
302,284.307708740234,7.4817795753479,38,1959,"2","0","0","1",941
303,597.94873046875,6.29419469833374,95,1957.5,"1","0","0","1",951
304,294.512817382812,5.45394372940063,54,1918,"1","0","0","0",962
305,253.384613037109,7.67832279205322,33,1957.5,"2","0","0","1",942
306,356.820495605469,4.35146951675415,82,1969,"2","0","0","1",951
307,491.743591308594,8.94079494476318,55,1984,"1","0","0","1",2512
308,371.641021728516,9.29102611541748,40,1958,"2","0","0","1",941
309,333.487182617188,3.58588361740112,93,1929,"1","0","0","0",2513
310,619.538452148438,8.15182113647461,76,1918,"1","0","0","1",962
311,419.743591308594,6.66259479522705,63,1950,"1","0","0","1",2512
312,593.948669433594,6.98763084411621,85,1997,"1","0","0","1",1321
313,378.051300048828,6.7509183883667,56,1963,"1","0","0","1",1342
314,339.487182617188,5.85322570800781,58,1972,"1","0","0","1",1362
315,356.256408691406,11.1330146789551,32,1972,"1","0","0","1",1321
316,382.256408691406,12.7418823242188,30,1968,"3","0","0","1",927
317,214.307693481445,7.6538462638855,28,1970,"3","0","0","1",925
318,553.692260742188,8.78876399993896,63,1991,"1","0","0","1",2221
319,654.923034667969,10.9153842926025,60,1918,"2","0","0","1",913
320,377.538482666016,4.49450588226318,84,1935,"3","0","0","0",925
321,464.666656494141,7.14871788024902,65,1957.5,"1","0","0","1",2221
322,502.974365234375,4.79023170471191,105,1929,"3","0","0","1",925
323,501.128204345703,6.50815916061401,77,1939,"1","0","0","1",927
324,665.794921875,7.8328824043274,85,1996,"1","0","1","1",2324
325,384.923065185547,5.49890279769897,70,1929,"1","0","0","1",915
326,222.923080444336,4.74304437637329,47,1929,"1","0","0","1",916
327,513.179504394531,6.41474342346191,80,1972,"2","0","0","1",914
328,592.410217285156,7.69364070892334,77,1962,"1","0","0","1",1714
329,552.461547851562,4.97713136672974,111,1954,"1","1","0","1",1722
330,379.794860839844,6.54818439483643,58,1962,"1","0","0","1",1714
331,464.461547851562,5.6641640663147,82,1954,"1","0","0","1",1722
332,484.974365234375,6.64348220825195,73,1973,"1","0","0","1",1643
333,514,7.34285640716553,70,1973,"1","0","0","1",1643
334,498.205139160156,5.08372592926025,98,1959,"1","0","0","1",1714
335,303.384613037109,4.66745519638062,65,1961,"1","0","0","1",1631
336,851.846130371094,8.11282062530518,105,1975,"1","0","0","1",1644
337,485.897430419922,7.71265602111816,63,1982,"1","0","0","1",1646
338,510,6.71052837371826,76,1955,"2","0","0","1",1842
339,285.538452148438,3.6144106388092,79,1939,"1","0","0","1",816
340,344.615386962891,3.16160917282104,109,1924,"1","0","0","0",816
341,589.282043457031,9.20753383636475,64,1918,"1","0","0","1",822
342,795.589782714844,10.1998662948608,78,1972,"2","0","1","1",532
343,465.179473876953,4.22890424728394,110,1957.5,"3","0","0","0",911
344,385.230773925781,6.31525611877441,61,1969,"1","0","0","1",1013
345,507.8974609375,7.25567674636841,70,1991,"1","1","0","1",1013
346,300.153839111328,3.75192308425903,80,1918,"1","0","0","0",1014
347,388.256408691406,8.08867645263672,48,1972,"1","0","0","1",1013
348,374.820526123047,4.51591014862061,83,1929,"1","1","0","0",1025
349,426.512817382812,8.88568210601807,48,1972,"1","0","0","1",1013
350,501.948699951172,7.2746205329895,69,1957.5,"1","0","0","1",1025
351,503.230773925781,12.5807685852051,40,1964,"1","0","0","1",1362
352,556.820556640625,10.3114929199219,54,1984,"1","0","0","1",1361
353,824.461486816406,7.70524644851685,107,1969,"2","0","0","1",1312
354,553.538452148438,4.3931622505188,126,1957,"1","0","0","1",1112
355,551.538452148438,10.0279741287231,55,1957.5,"2","0","0","1",273
356,875.230773925781,6.83773803710938,128,1929,"1","1","0","1",273
357,356.256408691406,4.00288105010986,89,1980,"2","1","0","1",943
358,407.435882568359,3.70396256446838,110,1918,"2","0","0","1",813
359,280.307678222656,10.0109891891479,28,1969,"2","0","0","1",563
360,238.307693481445,6.80878973007202,35,1918,"1","0","0","1",1711
361,599.94873046875,11.1101636886597,54,1918,"2","0","0","1",284
362,235.692306518555,4.44702482223511,53,1957.5,"1","0","0","1",282
363,258.923065185547,2.725506067276,95,1918,"1","0","0","1",816
364,661.282043457031,5.37627696990967,123,1929,"1","0","0","1",816
365,507.794891357422,9.06776428222656,56,1939,"1","0","0","1",621
366,977.179504394531,10.6215181350708,92,1994.5,"2","1","0","1",1541
367,1334.97436523438,10.1134414672852,132,1995,"2","0","0","1",1543
368,574.05126953125,9.89743518829346,58,1957.5,"2","0","0","1",1544
369,929.333312988281,9.78245639801025,95,1976,"3","0","0","1",1952
370,1168.97436523438,11.6897439956665,100,1967,"3","1","0","1",1952
371,732.307678222656,9.15384674072266,80,1970,"2","0","0","1",1931
372,290.256408691406,10.3662967681885,28,1992,"2","0","0","1",1934
373,434,5.4249997138977,80,1973,"1","0","0","1",2024
374,690.358947753906,10.6209077835083,65,1965,"1","0","0","1",1944
375,532.615356445312,11.578595161438,46,1991,"2","0","0","1",282
376,505.025634765625,6.39272832870483,79,1991,"1","0","0","1",1213
377,425.538452148438,7.59890222549438,56,1988,"1","0","0","1",1133
378,524.666625976562,6.99555349349976,75,1972,"1","0","0","1",1013
379,298.205139160156,6.08582019805908,49,1957.5,"2","0","0","1",360
380,410.512817382812,5.47350263595581,75,1957.5,"2","0","0","1",360
381,418.615386962891,5.65696430206299,74,1929,"2","0","1","1",153
382,342.05126953125,11.0339126586914,31,1929,"2","0","0","1",360
383,164.153854370117,3.6478636264801,45,1918,"1","0","0","1",816
384,365.948699951172,4.87931632995605,75,1959,"2","0","0","1",360
385,384.512817382812,6.4085488319397,60,1957.5,"2","0","0","1",360
386,265.846160888672,5.42543077468872,49,1959,"2","0","0","1",372
387,459.435913085938,4.54887056350708,101,1918,"2","0","0","0",360
388,492.358947753906,6.15448713302612,80,1929,"2","0","0","1",421
389,302.923095703125,8.65494346618652,35,1929,"2","0","0","1",372
390,372,2.6956524848938,138,1918,"2","0","0","1",133
391,675.641052246094,8.04334354400635,84,1918,"2","0","0","1",360
392,168.974365234375,5.63247680664062,30,1970,"1","0","0","1",2513
393,466.666656494141,8.0459794998169,58,1970,"2","0","0","1",2526
394,275.589752197266,3.24223232269287,85,1964,"2","0","0","1",2524
395,452,9.03999996185303,50,1957.5,"2","0","0","1",2012
396,178.820526123047,3.19322371482849,56,1956,"1","0","0","0",2522
397,376.974334716797,6.08023071289062,62,1962,"2","0","0","1",2523
398,355.692291259766,6.84023571014404,52,1969,"1","0","0","1",2522
399,338,5.28125143051147,64,1963,"2","0","0","1",2526
400,197.743591308594,8.98834323883057,22,1958,"1","0","0","1",2514
401,498.974365234375,5.80202531814575,86,1962,"1","0","0","1",2513
402,240.564102172852,4.62623310089111,52,1960,"2","0","0","0",2526
403,526.974365234375,10.3328304290771,51,1971,"1","0","0","1",1615
404,168.256408691406,2.80427312850952,60,1939,"1","0","0","1",1714
405,368.564117431641,6.82526159286499,54,1959,"1","0","0","1",1714
406,345.384613037109,7.34861040115356,47,1971,"1","0","0","1",1713
407,186.717956542969,3.88995742797852,48,1918,"1","0","0","0",1711
408,799.076904296875,9.51282024383545,84,1970,"1","0","0","1",1713
409,373.846160888672,7.4769229888916,50,1957.5,"2","0","0","1",563
410,130.820510864258,2.66980600357056,49,1953,"1","0","0","1",1712
411,407.94873046875,7.41725158691406,55,1957.5,"1","0","0","1",1713
412,446.615386962891,7.70026683807373,58,1971,"2","0","0","1",1851
